order_id,visitor_id,employee_id,location_id,order_time,items_count,total_amount,payment_method
173,63,69,3,2025-09-20 12:55:30.127245,3,32.88,Cash
174,620,165,20,2024-11-26 17:22:03.127252,5,29.34,Cash
175,965,330,14,2025-05-23 20:53:57.127259,5,52.4,Cash
176,291,368,4,2025-01-27 13:08:16.127266,4,48.84,Mobile
177,2419,8,2,2025-01-06 21:36:35.127273,6,63.6,Card
178,1785,1,9,2024-12-16 20:58:39.127281,6,44.83,Card
179,1884,379,7,2024-12-27 13:00:23.127288,3,34.87,Cash
180,401,296,9,2024-12-09 13:50:31.127295,2,33.62,Cash
181,637,244,12,2025-03-29 14:56:49.127302,2,47.53,Mobile
182,918,286,3,2025-09-24 14:43:31.127309,1,28.14,Mobile
183,2,277,20,2025-07-30 20:50:10.127316,3,34.16,Card
184,1079,229,16,2025-02-08 20:58:19.127324,5,63.68,Card
185,1893,310,14,2025-10-24 19:09:27.127332,2,36.2,Cash
186,1616,85,4,2025-03-10 12:18:51.127339,1,5.22,Mobile
187,2392,240,9,2025-05-05 21:15:59.127346,4,64.34,Card
188,2285,73,15,2025-06-13 11:56:25.127353,1,11.69,Card
189,1570,212,17,2024-12-27 15:40:54.127360,5,69.87,Card
190,1452,396,11,2025-01-02 11:51:51.127367,1,18.95,Mobile
191,1651,94,9,2025-03-22 14:49:42.127374,2,29.85,Card
192,715,66,10,2025-04-02 09:21:30.127381,5,26.94,Card
193,151,196,16,2025-01-07 14:52:10.127388,4,22.57,Cash
194,556,96,9,2025-04-11 19:10:55.127395,2,20.96,Cash
195,590,131,11,2025-07-28 19:58:26.127402,4,40.07,Cash
196,2194,351,9,2025-09-01 16:35:13.127409,5,43.97,Mobile
197,2160,285,17,2025-08-22 21:47:24.127416,4,63.5,Cash
198,1410,368,3,2025-02-27 18:51:25.127423,1,31.94,Mobile
199,708,334,11,2025-06-11 11:49:06.127430,1,9.99,Card
200,462,216,3,2025-08-16 11:23:31.127452,1,20.93,Cash
201,1686,96,5,2025-08-12 10:59:44.127459,4,65.2,Mobile
202,703,397,1,2025-02-02 09:11:47.127467,6,78.22,Cash
203,329,249,15,2025-11-08 10:11:30.127474,5,45.47,Cash
204,353,150,19,2025-03-28 12:39:05.127487,6,61.64,Card
205,1795,63,18,2025-10-26 17:41:24.127494,1,29.72,Cash
206,1924,203,1,2025-11-03 13:52:07.127501,5,44.2,Cash
207,1955,64,5,2024-12-14 11:28:08.127508,2,6.51,Card
208,1802,251,15,2025-05-08 20:21:50.127515,6,42.25,Cash
209,572,287,3,2025-05-22 14:40:47.127522,6,51.04,Cash
210,1906,240,16,2025-08-25 20:15:13.127529,2,36.43,Cash
211,139,110,5,2025-01-06 13:36:12.127536,5,71.32,Mobile
212,1999,312,15,2025-11-24 18:48:05.127544,2,30.05,Card
213,2159,152,7,2024-12-10 10:25:01.127551,3,33.93,Mobile
214,2066,5,7,2025-03-05 15:41:55.127558,3,38.28,Mobile
215,18,8,18,2025-09-19 10:27:18.127565,3,35.39,Mobile
216,2204,205,19,2025-01-16 13:01:55.127572,5,33.35,Card
217,2313,270,1,2025-09-13 12:32:44.127579,2,31.76,Mobile
218,2463,255,12,2025-08-03 13:19:19.127586,4,23.7,Mobile
219,1010,330,4,2025-02-23 21:22:13.127593,5,42.19,Mobile
220,2290,151,5,2025-10-03 13:27:35.127600,2,16.74,Card
221,597,141,6,2025-09-18 21:05:22.127607,2,34.46,Mobile
222,1330,3,4,2024-12-29 20:21:26.127614,5,76.24,Cash
223,1105,266,12,2025-03-20 10:37:08.127621,4,28.32,Card
224,194,359,1,2025-11-19 17:32:54.127629,1,14.96,Card
225,1779,226,6,2025-06-20 10:28:04.127635,3,48.68,Cash
226,881,187,3,2024-12-26 17:58:57.127642,4,75.55,Card
227,2059,284,15,2025-08-20 15:04:34.127650,5,28.72,Cash
228,23,341,5,2025-01-25 14:04:20.127657,1,10.32,Cash
229,852,365,15,2025-09-06 14:43:41.127664,1,10.45,Mobile
230,122,139,15,2024-12-27 16:46:08.127671,3,36.67,Cash
231,1168,276,4,2025-04-27 18:06:54.127678,3,20.02,Mobile
232,1149,280,7,2025-02-02 10:56:12.127685,2,20.18,Mobile
233,1292,238,8,2025-08-21 09:21:33.127692,6,44.88,Mobile
234,99,278,18,2025-06-12 20:16:50.127700,2,7.7,Card
235,428,393,8,2025-02-26 11:16:33.127708,2,29.9,Cash
236,851,100,14,2025-08-25 16:25:40.127715,3,44.96,Cash
237,1122,309,4,2025-07-01 14:42:12.127722,3,29.37,Card
238,2226,251,17,2025-04-30 11:53:38.127728,4,66.25,Mobile
239,1287,50,12,2025-09-28 20:11:01.127735,2,27.78,Card
240,1067,220,20,2025-11-19 11:39:05.127742,1,13.07,Cash
241,1474,150,14,2025-09-15 14:31:40.127749,4,61.51,Cash
242,910,31,9,2025-02-24 11:21:25.127756,5,64.7,Cash
243,2308,357,7,2025-04-03 21:44:14.127763,2,10.49,Mobile
244,530,177,3,2025-08-08 09:26:24.127770,1,25.11,Mobile
245,1570,213,16,2025-06-08 19:47:30.127777,4,68.9,Cash
246,335,61,2,2025-11-15 18:12:18.127784,1,9.83,Mobile
247,1804,227,4,2025-08-17 18:25:21.127791,6,66.26,Cash
248,596,9,16,2025-10-25 19:30:05.127798,6,79.28,Card
249,477,247,19,2025-06-15 17:46:20.127805,6,72.36,Mobile
250,1283,293,14,2025-06-06 17:00:18.127811,2,4.92,Cash
251,1365,253,3,2025-07-17 13:30:05.127819,6,67.82,Cash
252,37,37,12,2025-10-21 14:30:36.127825,6,73.96,Cash
253,1316,189,14,2025-10-24 11:16:04.127832,1,11.44,Card
254,952,138,15,2024-12-20 15:23:27.127840,2,25.18,Card
255,2482,57,12,2025-04-04 18:54:27.127847,1,11.21,Card
256,2013,74,12,2025-06-24 17:35:03.127854,6,56.07,Cash
257,2413,193,16,2025-11-12 19:08:20.127861,5,72.43,Card
258,910,76,20,2025-07-24 09:21:56.127869,4,42.86,Cash
259,1751,362,11,2025-08-05 12:56:22.127876,2,36.76,Mobile
260,1970,192,6,2024-11-25 21:24:12.127883,4,47.05,Card
261,563,378,9,2025-04-26 17:00:44.127891,2,17.71,Card
262,449,277,18,2024-11-24 17:22:45.127898,1,6.3,Mobile
263,2227,313,18,2025-10-12 16:57:05.127905,6,79.75,Card
264,2448,160,18,2025-01-25 18:17:51.127912,5,16.73,Cash
265,1697,79,2,2025-06-15 14:47:58.127920,1,31.51,Cash
266,617,212,12,2025-10-16 14:32:38.127927,6,49.28,Cash
267,1895,135,7,2025-04-28 11:23:11.127934,5,69.04,Cash
268,2002,115,16,2025-02-16 20:42:20.127941,1,5.27,Mobile
269,220,104,7,2025-08-14 18:52:33.127948,4,37.87,Card
270,44,118,12,2024-12-17 19:29:55.127955,2,12.15,Cash
271,1341,92,1,2025-06-19 19:19:40.127963,2,39.75,Mobile
272,2010,3,11,2025-08-05 14:10:58.127971,5,30.89,Cash
273,1970,179,1,2025-08-24 20:01:14.127979,4,46.17,Cash
274,600,120,16,2025-09-12 13:25:28.127986,3,31.99,Card
275,1080,122,17,2025-03-25 12:31:40.127993,3,14.23,Mobile
276,1317,109,2,2024-12-23 12:45:08.128000,3,9.09,Cash
277,1417,376,14,2025-09-21 14:30:05.128007,3,37.55,Cash
278,2451,276,5,2025-10-15 20:13:52.128014,1,12.75,Cash
279,1063,146,1,2025-06-26 20:31:29.128021,5,75.12,Mobile
280,430,96,14,2025-03-31 13:24:20.128029,2,16.83,Cash
281,477,324,10,2025-01-31 17:14:24.128036,5,50.17,Cash
282,1620,161,8,2025-08-26 20:57:53.128043,3,26.8,Cash
283,1326,400,13,2025-10-05 10:04:56.128050,3,45.03,Cash
284,721,182,2,2025-07-16 11:47:48.128057,4,21.37,Cash
285,1574,120,5,2025-02-11 14:46:48.128064,5,44.32,Cash
286,1905,165,5,2024-12-28 19:03:47.128071,4,32.77,Mobile
287,1799,53,18,2024-12-24 20:19:25.128079,4,58.39,Card
288,1260,263,16,2025-08-16 21:07:28.128086,2,24.56,Cash
289,1568,245,15,2025-03-06 11:15:25.128110,4,38.94,Cash
290,1592,17,17,2025-03-18 19:51:14.128117,3,38.93,Card
291,1870,299,10,2025-04-16 19:38:07.128125,3,41.68,Mobile
292,267,248,16,2025-04-13 11:01:06.128132,1,22.12,Cash
293,618,384,18,2025-04-04 14:12:34.128139,3,29.89,Mobile
294,2337,8,16,2025-02-26 13:58:05.128147,5,40.67,Mobile
295,2226,147,15,2025-01-10 17:00:09.128154,5,28.45,Mobile
296,16,28,1,2025-03-09 12:04:25.128161,3,49.85,Card
297,2371,141,19,2025-07-10 14:22:44.128169,5,63.47,Mobile
298,475,37,18,2025-02-04 12:32:04.128176,3,57.35,Mobile
299,1405,67,4,2025-11-16 12:40:03.128184,2,28.52,Card
300,442,73,4,2025-05-30 13:20:57.128191,5,57.82,Card
301,175,176,3,2025-07-20 13:43:44.128198,1,25.33,Mobile
302,446,170,12,2025-11-20 13:26:40.128205,1,6.02,Card
303,644,142,15,2025-02-06 18:53:52.128212,2,34.86,Card
304,1169,395,7,2025-01-04 14:44:25.128220,1,2.23,Mobile
305,42,228,3,2024-12-03 14:16:56.128227,4,53.98,Card
306,2141,214,11,2025-05-28 13:49:04.128234,3,22.44,Cash
307,993,26,14,2025-02-26 09:35:45.128242,4,50.02,Card
308,1212,315,1,2025-06-17 14:18:52.128250,4,54.33,Card
309,1946,127,19,2025-07-12 14:19:34.128257,4,45.31,Cash
310,1909,232,13,2025-03-22 14:11:37.128265,2,33.8,Card
311,1361,112,9,2025-06-07 09:25:42.128272,3,35.24,Card
312,238,235,12,2025-11-11 20:06:56.128279,3,35.89,Card
313,686,292,6,2025-10-31 18:32:19.128287,6,69.11,Card
314,5,115,16,2025-06-11 20:26:05.128295,2,20.55,Cash
315,1481,155,12,2025-01-19 17:45:53.128302,6,35.97,Cash
316,2448,140,9,2025-02-23 17:55:52.128310,1,25.8,Mobile
317,1470,382,8,2025-09-06 13:13:17.128317,2,11.48,Card
318,1704,164,18,2025-10-15 13:08:57.128324,1,16.91,Mobile
319,2022,55,13,2025-07-10 18:46:01.128332,4,72.34,Cash
320,1046,382,9,2025-07-15 17:34:22.128339,2,14.75,Card
321,1805,259,18,2025-07-29 19:56:32.128347,2,36.62,Mobile
322,2024,351,12,2025-08-15 18:37:10.128354,3,31.53,Card
323,898,381,11,2025-07-04 12:17:29.128361,5,21.7,Cash
324,446,236,7,2025-08-02 16:08:20.128369,5,42.49,Cash
325,1549,19,13,2025-04-08 11:27:14.128376,6,76.19,Card
326,1852,146,16,2025-02-15 19:04:42.128383,1,3.82,Card
327,1063,241,12,2025-01-28 17:03:24.128391,6,48.46,Mobile
328,2134,334,7,2025-07-27 11:45:21.128398,2,4.31,Cash
329,565,51,19,2025-02-17 20:28:10.128405,4,50.77,Mobile
330,2307,253,8,2025-05-16 20:26:09.128413,2,31.87,Mobile
331,1651,314,8,2025-09-18 20:32:10.128420,2,38.21,Card
332,1659,347,13,2025-07-05 12:35:08.128427,3,32.48,Mobile
333,549,234,16,2025-06-24 18:14:45.128435,4,29.43,Card
334,292,68,19,2025-04-11 13:02:03.128452,4,60.72,Mobile
335,1200,385,14,2025-01-17 19:40:41.128460,5,64.82,Cash
336,1009,174,6,2024-12-22 11:34:00.128468,4,55.66,Cash
337,2079,65,19,2025-03-14 16:46:42.128480,5,56.26,Mobile
338,2128,217,10,2025-04-04 12:21:33.128487,4,69.75,Cash
339,185,147,1,2025-06-16 13:09:29.128495,2,29.11,Mobile
340,1097,299,14,2025-01-28 14:25:09.128502,1,5.08,Card
341,1595,279,17,2025-06-06 12:26:21.128510,4,47.12,Card
342,2085,33,20,2025-06-19 19:29:59.128517,5,53.24,Cash
343,526,145,16,2025-10-26 19:31:14.128524,6,37.97,Card
344,605,187,4,2025-03-10 19:36:06.128532,6,75.11,Card
345,2307,33,19,2024-12-17 13:51:32.128539,6,75.72,Mobile
346,2226,203,15,2025-10-08 12:35:50.128547,1,29.92,Mobile
347,2331,166,6,2025-11-08 12:54:59.128554,6,79.5,Cash
348,2310,295,7,2024-12-15 11:23:41.128561,4,60.36,Card
349,1573,364,20,2025-09-13 14:21:31.128568,1,20.64,Cash
350,2157,21,16,2025-09-15 13:15:18.128575,1,23.63,Mobile
351,2303,222,14,2025-07-10 11:11:57.128583,3,56.93,Mobile
352,368,25,12,2025-10-10 20:11:03.128590,4,17.9,Card
353,1153,126,7,2025-04-04 17:30:08.128597,3,47.89,Card
354,472,264,14,2024-12-24 11:30:27.128605,5,46.79,Card
355,1579,200,10,2024-12-24 12:07:30.128612,3,6.56,Cash
356,796,276,8,2025-08-24 14:49:47.128620,3,46.8,Cash
357,1374,163,7,2025-04-10 13:52:40.128627,2,44.35,Mobile
358,2449,323,17,2024-12-24 17:48:28.128637,4,31.45,Mobile
359,2362,25,3,2025-11-20 13:33:20.128644,6,61.62,Card
360,1383,47,17,2025-01-22 14:33:36.128652,2,39.95,Mobile
361,2495,68,2,2025-03-15 20:09:58.128659,5,37.48,Cash
362,2063,224,16,2025-05-16 19:58:37.128666,6,54.69,Cash
363,1216,332,20,2025-03-22 10:46:25.128674,1,4.47,Card
364,23,132,9,2025-02-27 20:31:56.128681,6,37.75,Cash
365,683,237,14,2025-06-01 12:05:33.128689,5,55.25,Mobile
366,716,247,17,2025-06-27 16:25:10.128696,3,38.28,Mobile
367,444,374,18,2025-01-25 17:36:53.128704,4,37.48,Mobile
368,155,15,7,2025-07-19 20:39:05.128711,2,22.68,Mobile
369,446,390,9,2025-05-01 16:51:05.128718,3,26.72,Mobile
370,2037,353,1,2025-11-24 20:27:51.128726,1,8.78,Card
371,2350,263,10,2024-12-29 11:37:51.128734,1,23.74,Mobile
372,910,259,16,2025-10-30 18:31:14.128741,1,25.14,Cash
373,653,110,17,2025-11-19 13:12:58.128749,6,46.56,Card
374,2069,163,17,2025-10-13 14:16:42.128756,5,67.39,Card
375,240,69,5,2025-08-09 14:52:54.128763,1,21.77,Mobile
376,2476,142,17,2025-03-22 20:53:24.128771,6,79.06,Cash
377,1155,5,19,2025-05-14 17:09:03.128778,4,49.34,Mobile
378,591,62,13,2025-01-19 19:25:51.128786,5,79.9,Card
379,2182,171,2,2025-07-02 11:28:02.128793,3,37.34,Mobile
380,516,263,11,2025-03-16 12:19:17.128800,3,51.54,Mobile
381,1552,104,9,2025-09-02 13:43:00.128808,3,27.17,Mobile
382,865,173,1,2025-01-27 19:05:25.128815,6,65.51,Mobile
383,1363,165,4,2025-03-27 17:13:24.128823,1,23.66,Mobile
384,1328,125,5,2024-12-02 14:20:12.128830,6,28.67,Mobile
385,1293,160,4,2025-03-02 13:18:00.128838,2,8.35,Mobile
386,2473,42,19,2025-04-18 14:44:53.128845,5,20.03,Card
387,2045,133,3,2025-03-03 19:12:21.128853,5,65.91,Card
388,1541,10,14,2025-09-14 13:25:11.128861,4,50.83,Cash
389,1578,44,11,2024-12-06 11:11:04.128868,3,32.17,Mobile
390,1713,138,16,2024-12-13 20:03:08.128876,6,74.34,Card
391,783,274,17,2025-06-08 12:34:50.128883,1,24.35,Card
392,763,84,7,2024-12-01 19:52:56.128891,1,13.24,Cash
393,2323,63,3,2025-01-31 20:37:06.128899,6,58.21,Card
394,2015,331,14,2025-11-16 13:42:08.128906,1,19.88,Card
395,609,299,1,2025-11-20 19:36:23.128914,1,21.65,Card
396,1709,201,8,2025-03-10 11:55:40.128921,6,54.09,Card
397,1229,91,20,2025-05-22 17:39:06.128929,1,8.06,Card
398,1135,54,14,2025-07-11 13:22:12.128936,6,63.69,Cash
399,1929,206,11,2025-06-25 18:34:46.128944,3,33.72,Mobile
400,1640,139,15,2024-12-21 18:08:14.128951,3,13.59,Mobile
401,584,74,2,2025-04-28 20:48:28.128959,5,63.31,Mobile
402,605,335,10,2025-06-16 13:16:22.128967,4,57.47,Mobile
